family,library,operation,size_bytes,mean_mib_per_s,median_mib_per_s,min_mib_per_s,max_mib_per_s
base64url,b64veryfast-url-unchecked,decode,359722,11335.066393,11295.213937,10839.602997,11951.029060
base64url,b64veryfast-url-unchecked,decode,387871,12249.371358,12204.859580,11753.689318,12763.599441
base64url,b64veryfast-url-unchecked,decode,418223,8656.291765,8685.696197,8176.897968,9224.443897
base64url,b64veryfast-url-unchecked,decode,450950,10735.900454,10748.061197,10311.236464,11042.154298
base64url,b64veryfast-url-unchecked,decode,486238,7356.309783,7067.512811,6619.818733,8705.033200
base64url,b64veryfast-url-unchecked,decode,524288,8016.683811,7883.817427,7838.607203,8602.734764
base64url,b64veryfast-url-unchecked,decode,565315,7634.963160,7621.421668,7413.382276,7914.461713
base64url,b64veryfast-url-unchecked,decode,609553,7386.078368,7420.870983,7108.340382,7730.085144
base64url,b64veryfast-url-unchecked,decode,657252,7637.641265,7561.757543,7275.680333,8254.666617
base64url,b64veryfast-url-unchecked,decode,708684,7320.941626,7292.791050,7131.475053,7549.646101
base64url,b64veryfast-url-unchecked,decode,764140,7831.067945,7841.274740,7726.683168,7894.081720
base64url,b64veryfast-url-unchecked,decode,823937,7926.689138,8018.764683,7515.572064,8194.450445
base64url,b64veryfast-url-unchecked,decode,888412,8268.523529,8355.112561,7871.547118,8576.390729
base64url,b64veryfast-url-unchecked,decode,957933,8733.647992,8744.200696,8624.243483,8844.391690
base64url,b64veryfast-url-unchecked,decode,1048576,7482.562584,7291.547524,7118.133095,8304.836346
base64url,b64veryfast-url-unchecked,decode,1113721,8368.261185,8366.991929,8170.690185,8544.683802
base64url,b64veryfast-url-unchecked,decode,1200873,8274.374552,8452.905626,7620.771807,8628.660463
base64url,b64veryfast-url-unchecked,decode,1294845,8704.461208,8710.332482,8476.446910,9017.128744
base64url,b64veryfast-url-unchecked,decode,1396170,9123.565629,9121.820018,9033.481552,9229.669470
base64url,b64veryfast-url-unchecked,decode,1505425,8443.594292,8524.559135,8140.136796,8603.821840
base64url,b64veryfast-url-unchecked,decode,1623229,8766.235628,8863.840795,8351.745421,9021.464791
base64url,b64veryfast-url-unchecked,decode,1750251,8054.453775,8036.048335,7547.757540,8569.081439
base64url,b64veryfast-url-unchecked,decode,1887213,8808.513661,8833.593538,8760.329137,8836.732292
base64url,b64veryfast-url-unchecked,decode,2034893,8289.745758,8367.516950,8064.392209,8551.597820
base64url,b64veryfast-url-unchecked,decode,2194130,8827.126840,8882.431068,8526.519617,8948.329170
base64url,b64veryfast-url-unchecked,decode,2365827,8075.602753,8508.232059,6776.469881,8749.275457
base64url,b64veryfast-url-unchecked,decode,2550960,8622.067584,8530.824944,8088.395832,9357.458762
base64url,b64veryfast-url-unchecked,decode,2750580,8617.822176,8732.479652,8189.689358,8899.738608
base64url,b64veryfast-url-unchecked,decode,2965821,8475.136164,8586.868970,7893.534439,8842.816500
base64url,b64veryfast-url-unchecked,decode,3197905,8991.700727,9043.024062,8812.308918,9096.972005
base64url,b64veryfast-url-unchecked,decode,3448150,8559.125469,8590.368898,8264.395608,8791.770737
base64url,b64veryfast-url-unchecked,decode,3717978,8727.597896,8763.027810,8547.556506,8885.174948
base64url,b64veryfast-url-unchecked,decode,4008921,8173.190155,8106.389701,7867.601999,8555.492139
base64url,b64veryfast-url-unchecked,decode,4194304,8913.524508,8927.622489,8256.745466,9826.572690
base64url,b64veryfast-url-unchecked,decode,4660890,9860.188284,9944.227164,9453.999611,10016.556884
base64url,b64veryfast-url-unchecked,decode,5025618,9579.086766,9723.226676,8960.872006,9810.749750
base64url,b64veryfast-url-unchecked,decode,5418887,9261.161512,9423.590784,8651.315669,9575.872373
base64url,b64veryfast-url-unchecked,decode,5842931,8918.107865,8926.271493,8213.908625,9772.627483
base64url,b64veryfast-url-unchecked,decode,6300158,10323.915405,10226.534025,9870.506297,11035.774401
base64url,b64veryfast-url-unchecked,decode,6793164,10221.465943,10217.452693,9980.192798,10591.327843
base64url,b64veryfast-url-unchecked,decode,7324749,10503.392257,10428.769046,9314.901596,12629.661429
base64url,b64veryfast-url-unchecked,decode,7897932,11319.263040,11303.857148,10820.228146,11736.941919
base64url,b64veryfast-url-unchecked,decode,8388608,11721.623053,11871.952512,11136.798668,12071.892431
base64url,b64veryfast-url-unchecked,decode,9182368,12141.956396,12394.028273,11526.814164,12518.750240
base64url,b64veryfast-url-unchecked,decode,9900915,12063.373516,12216.099672,11209.151819,12405.913109
base64url,b64veryfast-url-unchecked,decode,10675691,11839.107635,11755.534221,11148.097017,12952.702187
base64url,b64veryfast-url-unchecked,decode,11511095,13561.372700,13591.763910,13376.861588,13774.789958
base64url,b64veryfast-url-unchecked,decode,12411872,13698.053134,13727.273620,13412.499246,13819.213331
base64url,b64veryfast-url-unchecked,decode,13383138,13038.737670,12911.452235,12664.731924,13603.874423
base64url,b64veryfast-url-unchecked,decode,14430407,12600.033270,12695.865383,12078.001372,12999.151847
base64url,b64veryfast-url-unchecked,decode,15559629,13776.743842,13802.601056,13641.870709,13828.803702
base64url,b64veryfast-url-unchecked,decode,16777216,13616.333088,13626.547434,13389.121339,13845.963654
base64url,otp-base64-url,decode,16,216.031762,208.737494,208.415096,227.349404
base64url,otp-base64-url,decode,17,225.502441,219.695862,216.085098,237.738008
base64url,otp-base64-url,decode,19,220.569092,218.789596,208.294491,238.400778
base64url,otp-base64-url,decode,20,248.570989,244.956907,243.198163,266.136191
base64url,otp-base64-url,decode,22,259.884919,256.854179,255.577470,274.365972
base64url,otp-base64-url,decode,23,273.313885,266.584821,263.708036,285.728263
base64url,otp-base64-url,decode,25,282.280155,275.379663,272.805062,294.562128
base64url,otp-base64-url,decode,27,302.294168,298.330332,295.340590,320.146323
base64url,otp-base64-url,decode,29,294.803493,301.110213,281.679190,304.274439
base64url,otp-base64-url,decode,32,320.971979,313.993621,312.876065,332.057570
base64url,otp-base64-url,decode,34,307.591904,312.571244,288.124592,321.747628
base64url,otp-base64-url,decode,37,320.987370,317.683837,315.373843,337.005756
base64url,otp-base64-url,decode,40,322.897797,328.907202,298.409336,330.451835
base64url,otp-base64-url,decode,43,358.439396,354.133666,353.388074,375.575884
base64url,otp-base64-url,decode,46,349.590097,348.765503,345.814904,353.921790
base64url,otp-base64-url,decode,50,370.061682,364.556142,357.944373,384.599040
base64url,otp-base64-url,decode,53,383.656400,388.201584,374.600182,390.787217
base64url,otp-base64-url,decode,58,386.090587,382.080424,372.751783,397.550384
base64url,otp-base64-url,decode,62,378.330982,379.675928,361.096770,392.281436
base64url,otp-base64-url,decode,67,395.465207,393.717440,391.206758,406.782932
base64url,otp-base64-url,decode,72,400.220939,399.098900,394.823396,410.730468
base64url,otp-base64-url,decode,78,421.636166,423.324568,417.282667,424.093791
base64url,otp-base64-url,decode,84,423.133396,425.147674,416.678443,428.803491
base64url,otp-base64-url,decode,91,426.417086,422.972680,421.574401,432.383303
base64url,otp-base64-url,decode,98,450.229278,444.214332,442.293001,461.193062
base64url,otp-base64-url,decode,105,440.768718,445.184360,422.310836,447.430581
base64url,otp-base64-url,decode,113,453.107921,455.823469,447.890478,456.353729
base64url,otp-base64-url,decode,122,442.214481,444.963233,419.212682,452.398133
base64url,otp-base64-url,decode,132,458.158709,463.914531,443.164582,466.482431
base64url,otp-base64-url,decode,142,482.175777,479.068597,477.421378,490.019268
base64url,otp-base64-url,decode,153,361.181231,360.590554,350.896475,376.411954
base64url,otp-base64-url,decode,165,481.331934,481.566338,479.925285,482.019975
base64url,otp-base64-url,decode,178,487.704125,486.751005,483.125412,492.136951
base64url,otp-base64-url,decode,192,490.168691,490.383916,481.461264,498.498053
base64url,otp-base64-url,decode,207,501.397743,504.946180,491.161438,508.567024
base64url,otp-base64-url,decode,224,529.437657,529.388794,523.670393,534.791064
base64url,otp-base64-url,decode,241,516.085085,510.769398,506.064302,536.941988
base64url,otp-base64-url,decode,260,508.508116,508.642929,506.803014,510.244163
base64url,otp-base64-url,decode,280,525.342463,524.731834,520.836373,530.906734
base64url,otp-base64-url,decode,302,503.673927,503.585778,501.459096,505.968253
base64url,otp-base64-url,decode,326,415.913350,408.815182,375.345569,461.338811
base64url,otp-base64-url,decode,351,524.015343,528.539626,501.857977,533.206423
base64url,otp-base64-url,decode,379,515.542649,515.682719,511.738715,519.369964
base64url,otp-base64-url,decode,408,514.811980,514.703466,502.743654,525.743763
base64url,otp-base64-url,decode,440,492.293911,493.296396,471.806872,504.173151
base64url,otp-base64-url,decode,475,519.792633,520.055155,517.067256,522.865386
base64url,otp-base64-url,decode,512,507.741953,508.568482,501.779302,511.062858
base64url,otp-base64-url,decode,552,514.636716,513.457492,511.865080,520.353668
base64url,otp-base64-url,decode,595,511.195817,510.944617,504.101749,516.469216
base64url,otp-base64-url,decode,642,512.327215,511.709816,510.203108,516.461992
base64url,otp-base64-url,decode,692,533.429045,531.561241,527.368498,541.499952
base64url,otp-base64-url,decode,746,534.304089,535.061516,528.910057,538.791104
base64url,otp-base64-url,decode,805,504.990035,509.987081,487.704924,520.516575
base64url,otp-base64-url,decode,868,536.285441,540.913786,513.234474,545.253850
base64url,otp-base64-url,decode,935,525.037912,524.988903,522.420960,527.997530
base64url,otp-base64-url,decode,1009,537.132048,535.792588,533.940751,540.867460
base64url,otp-base64-url,decode,1088,545.961790,547.803074,541.715035,549.145472
base64url,otp-base64-url,decode,1173,535.911988,535.383137,534.449193,538.610159
base64url,otp-base64-url,decode,1264,527.593794,526.601133,519.902308,535.158669
base64url,otp-base64-url,decode,1363,535.126255,536.489204,526.720610,539.116795
base64url,otp-base64-url,decode,1470,538.235124,536.637290,532.982915,543.593445
base64url,otp-base64-url,decode,1585,546.135119,544.776354,541.315964,553.031061
base64url,otp-base64-url,decode,1709,529.348961,535.668556,491.379725,545.321011
base64url,otp-base64-url,decode,1843,555.724374,554.686717,553.823687,558.463648
base64url,otp-base64-url,decode,1987,539.857652,539.194930,538.640772,541.439957
base64url,otp-base64-url,decode,2143,543.155923,544.370074,539.170902,546.529125
base64url,otp-base64-url,decode,2310,538.770994,538.732607,536.041768,540.810585
base64url,otp-base64-url,decode,2491,549.332726,550.328259,544.852617,551.408237
base64url,otp-base64-url,decode,2686,553.954000,553.408194,552.031429,557.755197
base64url,otp-base64-url,decode,2896,546.812721,545.643150,544.204253,550.398174
base64url,otp-base64-url,decode,3123,550.001502,551.028052,547.668335,551.652820
base64url,otp-base64-url,decode,3367,556.821023,557.822236,552.169509,558.241678
base64url,otp-base64-url,decode,3631,552.587752,553.073379,549.919791,554.365974
base64url,otp-base64-url,decode,3915,534.487620,550.274021,506.788333,553.549153
base64url,otp-base64-url,decode,4096,557.442648,557.215253,556.762417,558.385580
base64url,otp-base64-url,decode,4552,552.670306,552.710516,551.698728,553.553639
base64url,otp-base64-url,decode,4908,547.203517,543.973262,540.565779,555.619509
base64url,otp-base64-url,decode,5292,557.624816,557.598085,555.710798,559.340851
base64url,otp-base64-url,decode,5706,558.410666,558.180383,557.537998,559.487067
base64url,otp-base64-url,decode,6152,563.560250,564.286342,560.788519,566.530201
base64url,otp-base64-url,decode,6634,565.704996,565.658737,565.216996,566.225175
base64url,otp-base64-url,decode,7153,562.460219,562.232993,561.005601,563.765971
base64url,otp-base64-url,decode,7713,549.070407,553.370510,525.730420,558.062137
base64url,otp-base64-url,decode,8316,555.412327,561.357369,536.949796,563.934914
base64url,otp-base64-url,decode,8967,561.646639,561.556064,559.740934,563.806297
base64url,otp-base64-url,decode,9669,520.594360,520.108411,505.962847,541.622377
base64url,otp-base64-url,decode,10425,559.858673,560.417161,557.063347,561.187422
base64url,otp-base64-url,decode,11241,558.261009,558.948585,550.389224,562.472033
base64url,otp-base64-url,decode,12121,556.745172,561.455609,533.208785,564.736603
base64url,otp-base64-url,decode,13069,564.553625,564.775555,562.231363,566.330875
base64url,otp-base64-url,decode,14092,529.655323,535.771063,509.933632,541.497290
base64url,otp-base64-url,decode,15195,560.818985,560.615743,560.441031,561.771580
base64url,otp-base64-url,decode,16384,561.342327,562.050360,556.469890,564.352836
base64url,otp-base64-url,decode,17666,534.300437,530.142539,511.693954,558.979531
base64url,otp-base64-url,decode,19049,559.808546,559.319609,558.639298,562.198627
base64url,otp-base64-url,decode,20539,561.449856,561.777361,559.189449,564.260010
base64url,otp-base64-url,decode,22146,562.254993,560.995717,559.859850,565.817119
base64url,otp-base64-url,decode,23879,559.038999,558.528362,557.643186,560.517187
base64url,otp-base64-url,decode,25748,585.130546,584.172090,581.899563,590.805602
base64url,otp-base64-url,decode,27763,597.907395,597.470598,594.727186,600.446254
base64url,otp-base64-url,decode,29935,561.812046,565.390540,546.996275,567.766131
base64url,otp-base64-url,decode,32278,589.509009,589.256814,587.670585,591.753665
base64url,otp-base64-url,decode,34804,570.906353,586.636589,534.918306,588.331124
base64url,otp-base64-url,decode,37527,589.607006,590.661854,584.780001,591.177314
base64url,otp-base64-url,decode,40464,588.737873,588.515816,583.635887,592.561109
base64url,otp-base64-url,decode,43630,588.068392,588.446958,584.233297,591.265155
base64url,otp-base64-url,decode,47045,589.167185,589.581455,583.498226,592.280614
base64url,otp-base64-url,decode,50726,587.172291,587.869683,583.277948,590.285334
base64url,otp-base64-url,decode,54695,558.498406,564.185473,535.381313,564.729597
base64url,otp-base64-url,decode,58975,578.573828,578.739355,574.956511,581.349719
base64url,otp-base64-url,decode,65536,571.547383,579.475333,536.180530,582.855093
base64url,otp-base64-url,decode,68567,558.521520,558.561646,557.514997,560.332409
base64url,otp-base64-url,decode,73932,556.899923,558.409757,550.801900,562.257174
base64url,otp-base64-url,decode,79717,559.972446,560.554788,557.922666,562.311627
base64url,otp-base64-url,decode,85956,559.709679,559.053079,557.958430,562.274883
base64url,otp-base64-url,decode,92682,571.285008,571.887841,564.928232,576.313489
base64url,otp-base64-url,decode,99935,560.817219,561.161678,558.499587,564.503077
base64url,otp-base64-url,decode,107755,487.494226,486.757869,472.084249,504.938208
base64url,otp-base64-url,decode,116187,554.255531,554.837707,552.279656,556.195427
base64url,otp-base64-url,decode,125279,565.575006,565.929981,562.890405,568.100701
base64url,otp-base64-url,decode,135082,577.216942,581.303544,569.876674,582.469631
base64url,otp-base64-url,decode,145653,574.449105,574.842009,568.236074,580.693892
base64url,otp-base64-url,decode,157051,559.224622,558.470968,557.465728,562.216905
base64url,otp-base64-url,decode,169340,577.161949,580.247125,569.450725,581.328771
base64url,otp-base64-url,decode,182592,554.095224,560.316463,531.287360,565.528298
base64url,otp-base64-url,decode,196880,576.843683,579.084851,568.124649,582.254957
base64url,otp-base64-url,decode,212286,576.614639,577.851841,568.938817,580.506684
base64url,otp-base64-url,decode,228898,573.983385,574.764382,566.559804,582.987571
base64url,otp-base64-url,decode,246810,570.272142,573.729873,561.602763,576.812213
base64url,otp-base64-url,decode,266124,575.098968,576.656284,567.757037,578.905720
base64url,otp-base64-url,decode,286949,558.960218,560.805629,548.628491,564.901961
base64url,otp-base64-url,decode,309404,556.831931,558.740103,546.460858,562.182106
base64url,otp-base64-url,decode,333615,550.007399,550.228937,548.062481,553.098538
base64url,otp-base64-url,decode,359722,540.826816,544.603725,527.160784,546.765188
base64url,otp-base64-url,decode,387871,561.640239,561.482851,559.299779,563.823309
